Delete Lendable Item, 22/52/2024 21:52:15
Create Lendable Item, 22/52/2024 21:52:42
Create DVD Game, 22/52/2024 21:52:42
Create Person, 22/00/2024 22:00:33
Create User, 22/00/2024 22:00:33
Create Client, 22/00/2024 22:00:33
Create Lending Card, 22/01/2024 22:01:07
Update Lendable Item, 22/01/2024 22:01:07
Read Person, 22/03/2024 22:03:30
Read Author, 22/03/2024 22:03:30
Read Person, 22/03/2024 22:03:30
Read Author, 22/03/2024 22:03:30
Read Person, 22/03/2024 22:03:30
Read Author, 22/03/2024 22:03:30
Read Person, 22/16/2024 22:16:37
Read Author, 22/16/2024 22:16:37
Read Person, 22/16/2024 22:16:37
Read Author, 22/16/2024 22:16:37
Read Person, 22/16/2024 22:16:37
Read Author, 22/16/2024 22:16:37
Create Lending Card, 22/17/2024 22:17:04
Update Lendable Item, 22/17/2024 22:17:04
Create Lending Card, 22/21/2024 22:21:33
Update Lendable Item, 22/21/2024 22:21:33
Delete Client, 22/22/2024 22:22:18
Create Person, 22/22/2024 22:22:43
Create User, 22/22/2024 22:22:43
Create Client, 22/22/2024 22:22:43
Read Person, 22/23/2024 22:23:37
Read Author, 22/23/2024 22:23:37
Read Person, 22/23/2024 22:23:37
Read Author, 22/23/2024 22:23:37
Read Person, 22/23/2024 22:23:37
Read Author, 22/23/2024 22:23:37
Delete Client, 22/24/2024 22:24:57
Read Person, 22/31/2024 22:31:49
Read Author, 22/31/2024 22:31:49
Read Person, 22/31/2024 22:31:49
Read Author, 22/31/2024 22:31:49
Read Person, 22/31/2024 22:31:49
Read Author, 22/31/2024 22:31:49
Delete Lendable Item, 22/32/2024 22:32:14
Read Person, 22/04/2024 23:04:24
Read Author, 22/04/2024 23:04:24
Read Person, 22/04/2024 23:04:24
Read Author, 22/04/2024 23:04:24
Read Person, 22/04/2024 23:04:24
Read Author, 22/04/2024 23:04:24
Create Person, 22/05/2024 23:05:04
Create Author, 22/05/2024 23:05:04
Create Lendable Item, 22/05/2024 23:05:04
Create Person, 22/05/2024 23:05:04
Create Author, 22/05/2024 23:05:04
Create Book, 22/05/2024 23:05:04
Create AudioBook, 22/05/2024 23:05:04
Delete Lendable Item, 22/33/2024 23:33:16
Read Person, 22/34/2024 23:34:51
Read Author, 22/34/2024 23:34:51
Read Person, 22/34/2024 23:34:51
Read Author, 22/34/2024 23:34:51
Read Person, 22/34/2024 23:34:51
Read Author, 22/34/2024 23:34:51
Create Person, 22/35/2024 23:35:25
Create User, 22/35/2024 23:35:25
Create Client, 22/35/2024 23:35:25
Delete Client, 22/40/2024 23:40:13
Read Person, 22/45/2024 23:45:38
Read Author, 22/45/2024 23:45:38
Read Person, 22/45/2024 23:45:38
Read Author, 22/45/2024 23:45:38
Read Person, 22/45/2024 23:45:38
Read Author, 22/45/2024 23:45:38
Create Person, 22/46/2024 23:46:21
Create User, 22/46/2024 23:46:21
Create Client, 22/46/2024 23:46:21
Delete Client, 22/47/2024 23:47:57
Read Person, 22/49/2024 23:49:38
Read Author, 22/49/2024 23:49:38
Read Person, 22/49/2024 23:49:38
Read Author, 22/49/2024 23:49:38
Read Person, 22/49/2024 23:49:38
Read Author, 22/49/2024 23:49:38
Create Lendable Item, 22/50/2024 23:50:24
Create Person, 22/50/2024 23:50:24
Create Author, 22/50/2024 23:50:24
Create Book, 22/50/2024 23:50:24
Delete Lendable Item, 22/51/2024 23:51:12
Read Person, 22/52/2024 23:52:19
Read Author, 22/52/2024 23:52:19
Read Person, 22/52/2024 23:52:19
Read Author, 22/52/2024 23:52:19
Read Person, 22/52/2024 23:52:19
Read Author, 22/52/2024 23:52:19
Read Person, 23/36/2024 14:36:24
Read Author, 23/36/2024 14:36:24
Read Person, 23/36/2024 14:36:24
Read Author, 23/36/2024 14:36:24
Read Person, 23/36/2024 14:36:24
Read Author, 23/36/2024 14:36:24
Read Person, 23/37/2024 14:37:34
Read Author, 23/37/2024 14:37:34
Read Person, 23/37/2024 14:37:34
Read Author, 23/37/2024 14:37:34
Read Person, 23/37/2024 14:37:34
Read Author, 23/37/2024 14:37:34
Create Person, 23/38/2024 14:38:05
Create User, 23/38/2024 14:38:05
Create Client, 23/38/2024 14:38:05
Delete Client, 23/38/2024 14:38:23
Read Person, 23/38/2024 14:38:31
Read Author, 23/38/2024 14:38:31
Read Person, 23/38/2024 14:38:31
Read Author, 23/38/2024 14:38:31
Read Person, 23/38/2024 14:38:31
Read Author, 23/38/2024 14:38:31
Read Person, 23/01/2024 15:01:18
Read Author, 23/01/2024 15:01:18
Read Person, 23/01/2024 15:01:18
Read Author, 23/01/2024 15:01:18
Read Person, 23/01/2024 15:01:18
Read Author, 23/01/2024 15:01:18
Read Person, 23/03/2024 15:03:48
Read Author, 23/03/2024 15:03:48
Read Person, 23/03/2024 15:03:48
Read Author, 23/03/2024 15:03:48
Read Person, 23/03/2024 15:03:48
Read Author, 23/03/2024 15:03:48
Read Person, 23/03/2024 15:03:58
Read User, 23/03/2024 15:03:58
Read Lendable Item, 23/03/2024 15:03:58
Read Person, 23/03/2024 15:03:58
Read User, 23/03/2024 15:03:58
Read Person, 23/06/2024 15:06:26
Read Author, 23/06/2024 15:06:26
Read Person, 23/06/2024 15:06:26
Read Author, 23/06/2024 15:06:26
Read Person, 23/06/2024 15:06:26
Read Author, 23/06/2024 15:06:26
Read Person, 23/06/2024 15:06:38
Read User, 23/06/2024 15:06:38
Read Lendable Item, 23/06/2024 15:06:38
Read Person, 23/11/2024 15:11:44
Read User, 23/11/2024 15:11:44
Read Lendable Item, 23/11/2024 15:11:44
Read Person, 23/11/2024 15:11:44
Read Author, 23/11/2024 15:11:44
Read Person, 23/11/2024 15:11:44
Read Author, 23/11/2024 15:11:44
Read Person, 23/11/2024 15:11:44
Read Author, 23/11/2024 15:11:44
Read Person, 23/12/2024 15:12:37
Read User, 23/12/2024 15:12:37
Read Lendable Item, 23/12/2024 15:12:37
Read Person, 23/12/2024 15:12:37
Read Author, 23/12/2024 15:12:37
Read Person, 23/12/2024 15:12:37
Read Author, 23/12/2024 15:12:37
Read Person, 23/12/2024 15:12:37
Read Author, 23/12/2024 15:12:37
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:29
Read User, 23/15/2024 15:15:29
Read Person, 23/15/2024 15:15:30
Read User, 23/15/2024 15:15:30
Read Person, 23/15/2024 15:15:30
Read User, 23/15/2024 15:15:30
Read Person, 23/15/2024 15:15:30
Read User, 23/15/2024 15:15:30
Read Person, 23/15/2024 15:15:30
Read User, 23/15/2024 15:15:30
Read Person, 23/15/2024 15:15:30
Read User, 23/15/2024 15:15:30
Read Person, 23/15/2024 15:15:30
Read User, 23/15/2024 15:15:30
Read Person, 23/15/2024 15:15:30
Read User, 23/15/2024 15:15:30
Read Person, 23/15/2024 15:15:30
Read User, 23/15/2024 15:15:30
Read Person, 23/15/2024 15:15:30
Read User, 23/15/2024 15:15:30
Read Person, 23/15/2024 15:15:30
Read User, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Client, 23/15/2024 15:15:30
Read Lendable Item, 23/24/2024 15:24:15
Read Person, 23/24/2024 15:24:15
Read Author, 23/24/2024 15:24:15
Read Person, 23/24/2024 15:24:15
Read Author, 23/24/2024 15:24:15
Read Person, 23/24/2024 15:24:15
Read Author, 23/24/2024 15:24:15
Create Lending Card, 23/25/2024 15:25:07
Update Lendable Item, 23/25/2024 15:25:07
Read Lendable Item, 23/29/2024 15:29:46
Read Person, 23/29/2024 15:29:46
Read Author, 23/29/2024 15:29:46
Read Person, 23/29/2024 15:29:46
Read Author, 23/29/2024 15:29:46
Read Person, 23/29/2024 15:29:46
Read Author, 23/29/2024 15:29:46
Read Lendable Item, 23/30/2024 15:30:37
Read Person, 23/30/2024 15:30:37
Read Author, 23/30/2024 15:30:37
Read Person, 23/30/2024 15:30:37
Read Author, 23/30/2024 15:30:37
Read Person, 23/30/2024 15:30:37
Read Author, 23/30/2024 15:30:37
Create Lending Card, 23/30/2024 15:30:59
Update Lendable Item, 23/30/2024 15:30:59
Read Lendable Item, 23/36/2024 15:36:29
Read Person, 23/36/2024 15:36:29
Read Author, 23/36/2024 15:36:29
Read Person, 23/36/2024 15:36:29
Read Author, 23/36/2024 15:36:29
Read Person, 23/36/2024 15:36:29
Read Author, 23/36/2024 15:36:29
Create Lending Card, 23/36/2024 15:36:50
Update Lendable Item, 23/36/2024 15:36:50
Read Lendable Item, 23/41/2024 15:41:18
Read Person, 23/41/2024 15:41:18
Read Author, 23/41/2024 15:41:18
Read Person, 23/41/2024 15:41:18
Read Author, 23/41/2024 15:41:18
Read Person, 23/41/2024 15:41:18
Read Author, 23/41/2024 15:41:18
Create Lending Card, 23/41/2024 15:41:43
Read Lendable Item, 23/48/2024 15:48:31
Read Person, 23/48/2024 15:48:31
Read Author, 23/48/2024 15:48:31
Read Person, 23/48/2024 15:48:31
Read Author, 23/48/2024 15:48:31
Read Person, 23/48/2024 15:48:31
Read Author, 23/48/2024 15:48:31
Create Lending Card, 23/49/2024 15:49:03
Update Lendable Item, 23/49/2024 15:49:03
Update Lendable Item, 23/49/2024 15:49:19
Delete Lending Card, 23/49/2024 15:49:19
Read Person, 23/52/2024 15:52:47
Read Author, 23/52/2024 15:52:47
Read Person, 23/52/2024 15:52:47
Read Author, 23/52/2024 15:52:47
Read Person, 23/52/2024 15:52:47
Read Author, 23/52/2024 15:52:47
Create Lending Card, 23/53/2024 15:53:54
Update Lendable Item, 23/53/2024 15:53:54
